"Account History - Account","Account History - ID","Account History - Next","Account History - Operation ID","Account History - Sequence","Additional Data - Fee Data - Amount","Additional Data - Fee Data -Asset","Additional Data - Transfer Data - Amount","Additional Data - Transfer Data - Asset","Block Data - Block Number","Block Data - Block Time","Block Data - Transaction ID","Operation History - Raw Operation","Operation History - Operation in Transaction","Operation History - Operation Result","Operation History - Transaction in Block","Operation Data - Virtual Operation","Operation Type"
1.2.131183,2.9.577248925,2.9.577247775,1.11.560222615,51846,,,,,31914457,2018-11-02T23:42:33,91fe59f325849ecbfd0425d37aa2bc4bbb4b0283,,0,"[0,{}]",4,53974,4
1.2.131183,2.9.577247723,2.9.577154290,1.11.560221414,51844,,,,,31914453,2018-11-02T23:42:21,32e22ceb7fb94ee32e50d11bbb57e1fec25b6c3b,,0,"[0,{}]",9,52773,4
1.2.131183,2.9.577247775,2.9.577247723,1.11.560221466,51845,,,,,31914453,2018-11-02T23:42:21,32e22ceb7fb94ee32e50d11bbb57e1fec25b6c3b,,0,"[0,{}]",9,52825,4
1.2.131183,2.9.577154290,2.9.577149349,1.11.560129038,51843,,,,,31913220,2018-11-02T22:40:33,7b867f6df3da2ee7381191e491ba39773880ffda,,1,"[0,{}]",29,25933,4
1.2.131183,2.9.577149230,2.9.577137747,1.11.560124020,51841,,,,,31913157,2018-11-02T22:37:21,4860b770b4378cea9689536160dd1d47bd59313c,,3,"[0,{}]",24,20915,4
1.2.131183,2.9.577149349,2.9.577149230,1.11.560124139,51842,,,,,31913157,2018-11-02T22:37:21,dc5938a9cc936f5439fc37cdeffb0846cbef4a06,,13,"[0,{}]",47,21034,4
1.2.131183,2.9.577137747,2.9.577035341,1.11.560112813,51840,,,,,31913013,2018-11-02T22:30:09,ba2c3b9ab56fab3f3faf94e6d0cefbd89941272e,,1,"[0,{}]",6,9708,4
1.2.131183,2.9.577035341,2.9.576921822,1.11.560011735,51839,,,,,31911632,2018-11-02T21:20:57,ad375b8074d6511e461f6a2ef7e76d8b54dd7415,,12,"[0,{}]",28,39702,4
1.2.131183,2.9.576921822,2.9.576920047,1.11.559899734,51838,,,,,31910134,2018-11-02T20:05:54,5b49c7393e34c8a46123346040a6cc394e22288f,,6,"[0,{}]",57,58773,4
1.2.131183,2.9.576920047,2.9.576907264,1.11.559897984,51837,,,,,31910113,2018-11-02T20:04:51,d63f5909b3970f9ba5d56acf2667b310e319d53d,,0,"[0,{}]",43,57023,4
1.2.131183,2.9.576907264,2.9.576906291,1.11.559885441,51836,,,,,31909956,2018-11-02T19:56:51,548e7a8ae3c1aa3f5f4b8bfbbdf871468a6e57ee,,3,"[0,{}]",7,44480,4
1.2.131183,2.9.576906291,2.9.576906245,1.11.559884475,51835,,,,,31909942,2018-11-02T19:56:09,8631648be808cf87dccbe466c4ce943d7694a43e,,1,"[0,{}]",36,43514,4
1.2.131183,2.9.576906245,2.9.576905067,1.11.559884429,51834,,,,,31909942,2018-11-02T19:56:09,8631648be808cf87dccbe466c4ce943d7694a43e,,1,"[0,{}]",36,43468,4
1.2.131183,2.9.576905067,2.9.576857301,1.11.559883264,51833,,,,,31909929,2018-11-02T19:55:30,528c22a04cb810b6cb6938e05156f175836083a4,,0,"[0,{}]",6,42303,4
1.2.131183,2.9.576857301,2.9.576848874,1.11.559835933,51832,,,,,31909321,2018-11-02T19:25:06,33026825ae3f56b7fa3eb230634f95182757e538,,0,"[0,{}]",30,60508,4
1.2.131183,2.9.576848874,2.9.576835673,1.11.559827591,51831,,,,,31909224,2018-11-02T19:20:15,6114d2c28155e079fe08d8392f2b192bb18390a8,,2,"[0,{}]",69,52166,4
1.2.131183,2.9.576835673,2.9.576834672,1.11.559814510,51830,,,,,31909065,2018-11-02T19:12:18,56362347643fec34f22814a31e2b874b5a0d65cf,,0,"[0,{}]",8,39083,4
1.2.131183,2.9.576834672,2.9.576833252,1.11.559813516,51829,,,,,31909053,2018-11-02T19:11:42,78f85f64d1365d54bc467092eab006e5f1537199,,4,"[0,{}]",6,38089,4
1.2.131183,2.9.576833252,2.9.576799237,1.11.559812103,51828,,,,,31909037,2018-11-02T19:10:54,7e7d31392a0ba961bac143d97947769ced997bed,,2,"[0,{}]",43,36676,4
1.2.131183,2.9.576799237,2.9.576796760,1.11.559778666,51827,,,,,31908650,2018-11-02T18:51:24,3117f88bb3b51e5da1bce711c2124f8d91a31220,,20,"[0,{}]",49,3239,4
1.2.131183,2.9.576796760,2.9.576778345,1.11.559776243,51826,,,,,31908626,2018-11-02T18:50:12,f462a0874d183cbbd5ea6f42c20460238cbe65f9,,0,"[0,{}]",36,816,4
1.2.131183,2.9.576778345,2.9.576724640,1.11.559758030,51825,,,,,31908419,2018-11-02T18:39:51,1b71a3effd79a62c9a3c81a49b703cd1b74a86fd,,0,"[0,{}]",87,48139,4
1.2.131183,2.9.576724640,2.9.576716981,1.11.559704904,51824,,,,,31907818,2018-11-02T18:09:48,bed089c0cf77568743d812147a080bee0289f2bd,,19,"[0,{}]",43,60549,4
1.2.131183,2.9.576716945,2.9.576714750,1.11.559697284,51822,,,,,31907730,2018-11-02T18:05:24,412b665df32c4d8e00611f9b9a743f9a34ba0442,,0,"[0,{}]",5,52929,4
1.2.131183,2.9.576716981,2.9.576716945,1.11.559697320,51823,,,,,31907730,2018-11-02T18:05:24,412b665df32c4d8e00611f9b9a743f9a34ba0442,,0,"[0,{}]",5,52965,4
1.2.131183,2.9.576714750,2.9.576530508,1.11.559695106,51821,,,,,31907705,2018-11-02T18:04:09,d99d2f40ca3ac9542d7325526ed996fb6af1e926,,0,"[0,{}]",30,50751,4
1.2.131183,2.9.576530508,2.9.576530432,1.11.559513481,51820,,,,,31905551,2018-11-02T16:16:09,6336475b809e952061c7b3ab1db8e049f7f5e057,,0,"[1,""1.8.94789""]",34,198,3
1.2.131183,2.9.576530424,2.9.576530318,1.11.559513397,51817,,,,,31905550,2018-11-02T16:16:06,3d172648d3caeba751d71b91f11cd36f967504d0,,0,"[1,""1.8.94789""]",32,114,3
1.2.131183,2.9.576530431,2.9.576530424,1.11.559513404,51818,,,,,31905550,2018-11-02T16:16:06,f4ea13282405ac2bfb7c325ffd9dfcf00307942a,,0,"[1,""1.7.233100162""]",38,121,1
1.2.131183,2.9.576530432,2.9.576530431,1.11.559513405,51819,,,,,31905550,2018-11-02T16:16:06,f4ea13282405ac2bfb7c325ffd9dfcf00307942a,,0,"[0,{}]",38,122,4
1.2.131183,2.9.576530306,2.9.576528426,1.11.559513281,51814,,,,,31905549,2018-11-02T16:16:03,1c441faa24c8675520ccd183e3f584f004e1f96f,,0,"[1,""1.8.94789""]",26,65534,3
1.2.131183,2.9.576530318,2.9.576530317,1.11.559513293,51816,,,,,31905549,2018-11-02T16:16:03,c12efeae9b142ef38e25f895fb47b714744c042e,,0,"[0,{}]",36,10,4
1.2.131183,2.9.576530317,2.9.576530306,1.11.559513292,51815,,,,,31905549,2018-11-02T16:16:03,c12efeae9b142ef38e25f895fb47b714744c042e,,0,"[1,""1.7.233100121""]",36,9,1
1.2.131183,2.9.576528426,2.9.576528245,1.11.559511459,51813,,,,,31905527,2018-11-02T16:14:57,2439068ca09f889577ac6f67db98cd622a7be8f3,,0,"[1,""1.8.94789""]",0,63712,3
1.2.131183,2.9.576528232,2.9.576528113,1.11.559511266,51810,,,,,31905525,2018-11-02T16:14:51,a49097613c63904e76c75c5d8b75fa22b151eabc,,0,"[1,""1.8.94789""]",4,63519,3
1.2.131183,2.9.576528244,2.9.576528232,1.11.559511278,51811,,,,,31905525,2018-11-02T16:14:51,229c945f07a57941d975b2e25e75ea31f59bdc92,,0,"[1,""1.7.233099289""]",13,63531,1
1.2.131183,2.9.576528245,2.9.576528244,1.11.559511279,51812,,,,,31905525,2018-11-02T16:14:51,229c945f07a57941d975b2e25e75ea31f59bdc92,,0,"[0,{}]",13,63532,4
1.2.131183,2.9.576528111,2.9.576528110,1.11.559511149,51808,,,,,31905523,2018-11-02T16:14:45,bc8eb232c27fc6a4978bfcce0271b2e79749845d,,0,"[0,{}]",61,63402,4
1.2.131183,2.9.576528113,2.9.576528111,1.11.559511151,51809,,,,,31905523,2018-11-02T16:14:45,4a19165a8cd32e79d9317b3daff56bb011941585,,0,"[1,""1.8.94789""]",62,63404,3
1.2.131183,2.9.576528110,2.9.576528022,1.11.559511148,51807,,,,,31905523,2018-11-02T16:14:45,bc8eb232c27fc6a4978bfcce0271b2e79749845d,,0,"[1,""1.7.233099230""]",61,63401,1
1.2.131183,2.9.576528021,2.9.576527924,1.11.559511062,51805,,,,,31905522,2018-11-02T16:14:42,c781178b4b9089bf526a5602a21c9043175c9afe,,0,"[1,""1.7.233099194""]",71,63315,1
1.2.131183,2.9.576528022,2.9.576528021,1.11.559511063,51806,,,,,31905522,2018-11-02T16:14:42,c781178b4b9089bf526a5602a21c9043175c9afe,,0,"[0,{}]",71,63316,4
1.2.131183,2.9.576527843,2.9.576527842,1.11.559510887,51803,,,,,31905521,2018-11-02T16:14:39,813fea2048a8428e3cb100a4c40290dcacbdaaf8,,0,"[0,{}]",5,63140,4
1.2.131183,2.9.576527924,2.9.576527843,1.11.559510966,51804,,,,,31905521,2018-11-02T16:14:39,41d730db9452a690e602f59cf6b75d85d5ed4c74,,0,"[1,""1.8.94789""]",64,63219,3
1.2.131183,2.9.576527842,2.9.576527835,1.11.559510886,51802,,,,,31905521,2018-11-02T16:14:39,813fea2048a8428e3cb100a4c40290dcacbdaaf8,,0,"[1,""1.7.233099126""]",5,63139,1
1.2.131183,2.9.576527835,2.9.576508051,1.11.559510879,51801,,,,,31905521,2018-11-02T16:14:39,5112a692788a6d1b8eaadd78ec0ac3abf221263b,,0,"[1,""1.8.94789""]",1,63132,3
1.2.131183,2.9.576508051,2.9.576507975,1.11.559491446,51800,,,,,31905269,2018-11-02T16:02:03,484618355ef31726de38238a0465971940e0fe3c,,0,"[1,""1.8.94789""]",26,43699,3
1.2.131183,2.9.576507965,2.9.576507886,1.11.559491363,51797,,,,,31905268,2018-11-02T16:02:00,d0118394a11bdee2fbcee5d0c934b32d603ed7f7,,0,"[1,""1.8.94789""]",28,43616,3
1.2.131183,2.9.576507974,2.9.576507965,1.11.559491372,51798,,,,,31905268,2018-11-02T16:02:00,16922f1b87de039e4f7217015c3a4ba9b5bc7002,,0,"[1,""1.7.233090494""]",34,43625,1
1.2.131183,2.9.576507975,2.9.576507974,1.11.559491373,51799,,,,,31905268,2018-11-02T16:02:00,16922f1b87de039e4f7217015c3a4ba9b5bc7002,,0,"[0,{}]",34,43626,4
1.2.131183,2.9.576507885,2.9.576507872,1.11.559491286,51795,,,,,31905267,2018-11-02T16:01:57,03a6a9172436d30264ab723b53f2872222091874,,0,"[1,""1.7.233090461""]",33,43539,1
1.2.131183,2.9.576507872,2.9.576507793,1.11.559491273,51794,,,,,31905267,2018-11-02T16:01:57,e051890316cca9cd8f0a341389537910171a62b3,,0,"[1,""1.8.94789""]",24,43526,3
1.2.131183,2.9.576507886,2.9.576507885,1.11.559491287,51796,,,,,31905267,2018-11-02T16:01:57,03a6a9172436d30264ab723b53f2872222091874,,0,"[0,{}]",33,43540,4
1.2.131183,2.9.576507792,2.9.576507700,1.11.559491194,51792,,,,,31905266,2018-11-02T16:01:54,e7b20aaa61235de024e1ac78ddf0ca31631584c0,,0,"[1,""1.7.233090427""]",23,43447,1
1.2.131183,2.9.576507793,2.9.576507792,1.11.559491195,51793,,,,,31905266,2018-11-02T16:01:54,e7b20aaa61235de024e1ac78ddf0ca31631584c0,,0,"[0,{}]",23,43448,4
1.2.131183,2.9.576507700,2.9.576507613,1.11.559491103,51791,,,,,31905265,2018-11-02T16:01:51,1ddcbb23bd8512487071dc39ccd3e7a5f012583a,,0,"[1,""1.8.94789""]",19,43356,3
1.2.131183,2.9.576507612,2.9.576507578,1.11.559491016,51789,,,,,31905264,2018-11-02T16:01:48,afa5482712ee24f1b1ba444fe10c1101830cad17,,0,"[1,""1.7.233090350""]",40,43269,1
1.2.131183,2.9.576507578,2.9.576506446,1.11.559490982,51788,,,,,31905264,2018-11-02T16:01:48,127a7ad0b256c0017573b15eacb68f43c70a7e21,,0,"[1,""1.8.94789""]",15,43235,3
1.2.131183,2.9.576507613,2.9.576507612,1.11.559491017,51790,,,,,31905264,2018-11-02T16:01:48,afa5482712ee24f1b1ba444fe10c1101830cad17,,0,"[0,{}]",40,43270,4
1.2.131183,2.9.576506446,2.9.576506381,1.11.559489878,51787,,,,,31905250,2018-11-02T16:01:06,6e97ea50cf728f368720150a4b4ba570585d7aff,,0,"[1,""1.8.94789""]",2,42131,3
1.2.131183,2.9.576506380,2.9.576506371,1.11.559489813,51785,,,,,31905249,2018-11-02T16:01:03,65104ea181a5bd70b9d84b5933a641d08fe7cfb6,,0,"[1,""1.7.233089830""]",8,42066,1
1.2.131183,2.9.576506371,2.9.576506256,1.11.559489805,51784,,,,,31905249,2018-11-02T16:01:03,c0117dc8e16930b036429b65cb69716ace2dc0d8,,0,"[1,""1.8.94789""]",2,42058,3
1.2.131183,2.9.576506381,2.9.576506380,1.11.559489814,51786,,,,,31905249,2018-11-02T16:01:03,65104ea181a5bd70b9d84b5933a641d08fe7cfb6,,0,"[0,{}]",8,42067,4
1.2.131183,2.9.576506256,2.9.576506255,1.11.559489693,51783,,,,,31905248,2018-11-02T16:01:00,70a87de9e580100200d80d6167b38d4431135f7c,,0,"[0,{}]",7,41946,4
1.2.131183,2.9.576506255,2.9.576506240,1.11.559489692,51782,,,,,31905248,2018-11-02T16:01:00,70a87de9e580100200d80d6167b38d4431135f7c,,0,"[1,""1.7.233089765""]",7,41945,1
1.2.131183,2.9.576506240,2.9.576506102,1.11.559489677,51781,,,,,31905247,2018-11-02T16:00:57,281f128b40e5ff02edd9b6b6e223e95fd8b15952,,0,"[1,""1.8.94789""]",73,41930,3
1.2.131183,2.9.576506102,2.9.576506046,1.11.559489545,51780,,,,,31905246,2018-11-02T16:00:54,02151c465d2d83b78774727fd3c33c7ae5a864a8,,0,"[1,""1.8.94789""]",43,41798,3
1.2.131183,2.9.576505959,2.9.576505958,1.11.559489405,51775,,,,,31905245,2018-11-02T16:00:51,7f13f79a6c74a70787833ee6853cd1aec70bfac7,,0,"[0,{}]",10,41658,4
1.2.131183,2.9.576506042,2.9.576505962,1.11.559489486,51777,,,,,31905245,2018-11-02T16:00:51,fc4a182874fb4b02602b71efacf83d14932ddcf4,,0,"[1,""1.8.94789""]",75,41739,3
1.2.131183,2.9.576506045,2.9.576506042,1.11.559489489,51778,,,,,31905245,2018-11-02T16:00:51,7ed020a8b1e427f2b73e86866586e2f6a60be1e4,,0,"[1,""1.7.233089699""]",78,41742,1
1.2.131183,2.9.576506046,2.9.576506045,1.11.559489490,51779,,,,,31905245,2018-11-02T16:00:51,7ed020a8b1e427f2b73e86866586e2f6a60be1e4,,0,"[0,{}]",78,41743,4
1.2.131183,2.9.576505958,2.9.576505943,1.11.559489404,51774,,,,,31905245,2018-11-02T16:00:51,7f13f79a6c74a70787833ee6853cd1aec70bfac7,,0,"[1,""1.7.233089663""]",10,41657,1
1.2.131183,2.9.576505962,2.9.576505959,1.11.559489408,51776,,,,,31905245,2018-11-02T16:00:51,7f13f79a6c74a70787833ee6853cd1aec70bfac7,,0,"[0,{}]",10,41661,4
1.2.131183,2.9.576505943,2.9.576505795,1.11.559489389,51773,,,,,31905244,2018-11-02T16:00:48,305b56ca9247a8c9656fcb589484f0e6f0b598f4,,0,"[1,""1.8.94789""]",122,41642,3
1.2.131183,2.9.576505795,2.9.576505794,1.11.559489242,51772,,,,,31905243,2018-11-02T16:00:45,9866c47c0eb4bc2b8ac9e14b16de92fd614d0cbb,,0,"[0,{}]",70,41495,4
1.2.131183,2.9.576505794,2.9.576505704,1.11.559489241,51771,,,,,31905243,2018-11-02T16:00:45,9866c47c0eb4bc2b8ac9e14b16de92fd614d0cbb,,0,"[1,""1.7.233089617""]",70,41494,1
1.2.131183,2.9.576505704,2.9.576505605,1.11.559489152,51770,,,,,31905242,2018-11-02T16:00:42,c59dc84e2ddb643e163254e926f4a495ef06ff59,,0,"[1,""1.8.94789""]",70,41405,3
1.2.131183,2.9.576505604,2.9.576505590,1.11.559489056,51768,,,,,31905242,2018-11-02T16:00:42,1c2e705ba19455727792dea7df82fd3e885d6b78,,0,"[1,""1.7.233089534""]",1,41309,1
1.2.131183,2.9.576505605,2.9.576505604,1.11.559489057,51769,,,,,31905242,2018-11-02T16:00:42,1c2e705ba19455727792dea7df82fd3e885d6b78,,0,"[0,{}]",1,41310,4
1.2.131183,2.9.576505590,2.9.576505472,1.11.559489042,51767,,,,,31905241,2018-11-02T16:00:39,d4cd66668851c028a06e4a403fe2f7b0b555efe9,,0,"[1,""1.8.94789""]",66,41295,3
1.2.131183,2.9.576505461,2.9.576505149,1.11.559488918,51764,,,,,31905240,2018-11-02T16:00:36,f064c8fb5f504ec0b504bb723e0a02f209d35acb,,0,"[1,""1.8.94789""]",48,41171,3
1.2.131183,2.9.576505471,2.9.576505461,1.11.559488928,51765,,,,,31905240,2018-11-02T16:00:36,a9af60aa1a9c0a1df706b02e6fd5c23cdbbf9dbd,,0,"[1,""1.7.233089467""]",55,41181,1
1.2.131183,2.9.576505472,2.9.576505471,1.11.559488929,51766,,,,,31905240,2018-11-02T16:00:36,a9af60aa1a9c0a1df706b02e6fd5c23cdbbf9dbd,,0,"[0,{}]",55,41182,4
1.2.131183,2.9.576505065,2.9.576505056,1.11.559488535,51761,,,,,31905237,2018-11-02T16:00:27,d185e0b0af16f668388174dde73f2f338466b215,,0,"[1,""1.7.233089263""]",0,40788,1
1.2.131183,2.9.576505149,2.9.576505066,1.11.559488618,51763,,,,,31905237,2018-11-02T16:00:27,2055115bcc196610d2a254cdea1bceb338d3765c,,0,"[1,""1.8.94789""]",52,40871,3
1.2.131183,2.9.576505066,2.9.576505065,1.11.559488536,51762,,,,,31905237,2018-11-02T16:00:27,d185e0b0af16f668388174dde73f2f338466b215,,0,"[0,{}]",0,40789,4
1.2.131183,2.9.576504962,2.9.576504917,1.11.559488433,51758,,,,,31905236,2018-11-02T16:00:24,943913ee510cd64a3a2a64a6d47ef53b7477fd98,,0,"[1,""1.7.233089212""]",0,40686,1
1.2.131183,2.9.576505056,2.9.576504963,1.11.559488526,51760,,,,,31905236,2018-11-02T16:00:24,c9739e7b4bac34979eb88ecf78aa8a57e0e0c7d1,,0,"[1,""1.8.94789""]",75,40779,3
1.2.131183,2.9.576504963,2.9.576504962,1.11.559488434,51759,,,,,31905236,2018-11-02T16:00:24,943913ee510cd64a3a2a64a6d47ef53b7477fd98,,0,"[0,{}]",0,40687,4
1.2.131183,2.9.576504917,2.9.576504784,1.11.559488388,51757,,,,,31905235,2018-11-02T16:00:21,fccb47a305f1e1b0760bac36430340e1a960980d,,0,"[1,""1.8.94789""]",52,40641,3
1.2.131183,2.9.576504783,2.9.576504778,1.11.559488256,51755,,,,,31905234,2018-11-02T16:00:18,0008701060066826d5d35ce19a700c67011c6c71,,0,"[1,""1.7.233089160""]",32,40509,1
1.2.131183,2.9.576504778,2.9.576504685,1.11.559488251,51754,,,,,31905234,2018-11-02T16:00:18,a77d21da8c7adf3ed98950b6d921dd9ca0a1fd42,,0,"[1,""1.8.94789""]",28,40504,3
1.2.131183,2.9.576504784,2.9.576504783,1.11.559488257,51756,,,,,31905234,2018-11-02T16:00:18,0008701060066826d5d35ce19a700c67011c6c71,,0,"[0,{}]",32,40510,4
1.2.131183,2.9.576504684,2.9.576504616,1.11.559488160,51752,,,,,31905233,2018-11-02T16:00:15,ace3b3c28db2e15316eeb5eed2add3683d2c1b70,,0,"[1,""1.7.233089130""]",28,40413,1
1.2.131183,2.9.576504685,2.9.576504684,1.11.559488161,51753,,,,,31905233,2018-11-02T16:00:15,ace3b3c28db2e15316eeb5eed2add3683d2c1b70,,0,"[0,{}]",28,40414,4
1.2.131183,2.9.576504616,2.9.576497692,1.11.559488096,51751,,,,,31905232,2018-11-02T16:00:12,c47130076b9224238fe10587c2341a7d76ac20e6,,0,"[1,""1.8.94789""]",132,40349,3
1.2.131183,2.9.576497692,2.9.576497598,1.11.559481317,51750,,,,,31905138,2018-11-02T15:55:21,e7584fe78228f00ef43cfe68929a26aa7212f9c0,,0,"[1,""1.8.94789""]",21,33570,3
1.2.131183,2.9.576497595,2.9.576497488,1.11.559481220,51747,,,,,31905137,2018-11-02T15:55:18,e0a0cd3a1c6e468c1826f4f9e66a891b437101c4,,0,"[1,""1.8.94789""]",36,33473,3
1.2.131183,2.9.576497597,2.9.576497595,1.11.559481222,51748,,,,,31905137,2018-11-02T15:55:18,b24e8f5563365733f1c8f3225d0274f4fbcd0fbc,,0,"[1,""1.7.233086015""]",38,33475,1
1.2.131183,2.9.576497598,2.9.576497597,1.11.559481223,51749,,,,,31905137,2018-11-02T15:55:18,b24e8f5563365733f1c8f3225d0274f4fbcd0fbc,,0,"[0,{}]",38,33476,4
1.2.131183,2.9.576497487,2.9.576497486,1.11.559481113,51745,,,,,31905136,2018-11-02T15:55:15,85e8a7a115da8954bb6a730ce3872b7ad03aa6e2,,0,"[1,""1.7.233085956""]",34,33366,1
1.2.131183,2.9.576497488,2.9.576497487,1.11.559481114,51746,,,,,31905136,2018-11-02T15:55:15,85e8a7a115da8954bb6a730ce3872b7ad03aa6e2,,0,"[0,{}]",34,33367,4
1.2.131183,2.9.576497486,2.9.576496886,1.11.559481112,51744,,,,,31905136,2018-11-02T15:55:15,c670d226a7e25974d2bde2c70d15fd17501a9870,,0,"[1,""1.8.94789""]",33,33365,3
1.2.131183,2.9.576496886,2.9.576496831,1.11.559480526,51743,,,,,31905128,2018-11-02T15:54:51,218c7f03a4f4dff08fa626c03299b5e8aa983d96,,0,"[1,""1.8.94789""]",23,32779,3
1.2.131183,2.9.576496766,2.9.576496765,1.11.559480409,51739,,,,,31905127,2018-11-02T15:54:48,11fd6da6014c88f8fd4fb86664a3e44e0cd40735,,0,"[0,{}]",0,32662,4
1.2.131183,2.9.576496765,2.9.576496728,1.11.559480408,51738,,,,,31905127,2018-11-02T15:54:48,11fd6da6014c88f8fd4fb86664a3e44e0cd40735,,0,"[1,""1.7.233085647""]",0,32661,1
1.2.131183,2.9.576496811,2.9.576496766,1.11.559480452,51740,,,,,31905127,2018-11-02T15:54:48,9fc65ac47954af7b276b1a37bc26d619945795b0,,0,"[1,""1.8.94789""]",22,32705,3
1.2.131183,2.9.576496831,2.9.576496830,1.11.559480471,51742,,,,,31905127,2018-11-02T15:54:48,7c8c59c719001ecfffbaa26d020096907185608d,,0,"[0,{}]",37,32724,4
1.2.131183,2.9.576496830,2.9.576496811,1.11.559480470,51741,,,,,31905127,2018-11-02T15:54:48,7c8c59c719001ecfffbaa26d020096907185608d,,0,"[1,""1.7.233085670""]",37,32723,1
1.2.131183,2.9.576496728,2.9.576496642,1.11.559480371,51737,,,,,31905126,2018-11-02T15:54:45,1c3ca8679604bddf9c1a4a6b27f3fdc416f45e47,,0,"[1,""1.8.94789""]",38,32624,3
1.2.131183,2.9.576496633,2.9.576496490,1.11.559480278,51734,,,,,31905125,2018-11-02T15:54:42,1684c197482cd1a677103da9685eabd79a4bb71c,,0,"[1,""1.8.94789""]",39,32531,3
1.2.131183,2.9.576496641,2.9.576496633,1.11.559480286,51735,,,,,31905125,2018-11-02T15:54:42,78949ed62049e061d0696abe3455c2290515833a,,0,"[1,""1.7.233085594""]",47,32539,1
1.2.131183,2.9.576496642,2.9.576496641,1.11.559480287,51736,,,,,31905125,2018-11-02T15:54:42,78949ed62049e061d0696abe3455c2290515833a,,0,"[0,{}]",47,32540,4
1.2.131183,2.9.576496490,2.9.576496489,1.11.559480140,51733,,,,,31905124,2018-11-02T15:54:39,797901ed2b3d61963c9bf6c4ceb57ee65f86560e,,0,"[0,{}]",28,32393,4
1.2.131183,2.9.576496489,2.9.576496485,1.11.559480139,51732,,,,,31905124,2018-11-02T15:54:39,797901ed2b3d61963c9bf6c4ceb57ee65f86560e,,0,"[1,""1.7.233085544""]",28,32392,1
1.2.131183,2.9.576496485,2.9.576492047,1.11.559480135,51731,,,,,31905124,2018-11-02T15:54:39,99ee5f43a1e84f74ffcbfcdfe76234a04963aad4,,0,"[1,""1.8.94789""]",24,32388,3
1.2.131183,2.9.576492047,2.9.576491978,1.11.559475815,51730,,,,,31905065,2018-11-02T15:51:42,c00484b1db7273f10988974f780edebe81546e2d,,0,"[1,""1.8.94789""]",17,28068,3
1.2.131183,2.9.576491977,2.9.576491970,1.11.559475745,51728,,,,,31905064,2018-11-02T15:51:39,22a34cc92f7ba33f6ca9167e506307408c550ed4,,0,"[1,""1.7.233083583""]",8,27998,1
1.2.131183,2.9.576491970,2.9.576491892,1.11.559475738,51727,,,,,31905064,2018-11-02T15:51:39,4255e6cb21f5dab8a9e121b1d4b42f92456f03ed,,0,"[1,""1.8.94789""]",3,27991,3
1.2.131183,2.9.576491978,2.9.576491977,1.11.559475746,51729,,,,,31905064,2018-11-02T15:51:39,22a34cc92f7ba33f6ca9167e506307408c550ed4,,0,"[0,{}]",8,27999,4
1.2.131183,2.9.576491891,2.9.576491890,1.11.559475659,51725,,,,,31905063,2018-11-02T15:51:36,6927c538758b6b6a31bada96864540dafa210955,,0,"[1,""1.7.233083542""]",9,27912,1
1.2.131183,2.9.576491890,2.9.576491792,1.11.559475658,51724,,,,,31905063,2018-11-02T15:51:36,4966c059b1e5b9fc1d94d24d692057d2ebfb8746,,0,"[1,""1.8.94789""]",8,27911,3
1.2.131183,2.9.576491892,2.9.576491891,1.11.559475660,51726,,,,,31905063,2018-11-02T15:51:36,6927c538758b6b6a31bada96864540dafa210955,,0,"[0,{}]",9,27913,4
1.2.131183,2.9.576491790,2.9.576491684,1.11.559475558,51721,,,,,31905062,2018-11-02T15:51:33,a3c6cae438f9c8b4e765799cc30f5e20cc738695,,0,"[1,""1.8.94789""]",16,27811,3
1.2.131183,2.9.576491791,2.9.576491790,1.11.559475559,51722,,,,,31905062,2018-11-02T15:51:33,74f7218df0e3858529d6f70d8bd7fbbe74071a4b,,0,"[1,""1.7.233083493""]",17,27812,1
1.2.131183,2.9.576491792,2.9.576491791,1.11.559475560,51723,,,,,31905062,2018-11-02T15:51:33,74f7218df0e3858529d6f70d8bd7fbbe74071a4b,,0,"[0,{}]",17,27813,4
1.2.131183,2.9.576491678,2.9.576491664,1.11.559475447,51718,,,,,31905061,2018-11-02T15:51:30,9eeb6fd74234016f0a3bf20f495d158fd871b99a,,0,"[1,""1.8.94789""]",8,27700,3
1.2.131183,2.9.576491664,2.9.576491590,1.11.559475434,51717,,,,,31905061,2018-11-02T15:51:30,a1e55a972222c8ae1e2f7a290718ab491f67a761,,0,"[1,""1.8.94789""]",0,27687,3
1.2.131183,2.9.576491684,2.9.576491683,1.11.559475453,51720,,,,,31905061,2018-11-02T15:51:30,b3f17d066b193f66bea3c474aa28448430260328,,0,"[0,{}]",13,27706,4
1.2.131183,2.9.576491683,2.9.576491678,1.11.559475452,51719,,,,,31905061,2018-11-02T15:51:30,b3f17d066b193f66bea3c474aa28448430260328,,0,"[1,""1.7.233083456""]",13,27705,1
1.2.131183,2.9.576491589,2.9.576491520,1.11.559475360,51715,,,,,31905060,2018-11-02T15:51:27,e0b288b07625cea0caa50d3d5e6166f6262f74fb,,0,"[1,""1.7.233083424""]",2,27613,1
1.2.131183,2.9.576491590,2.9.576491589,1.11.559475361,51716,,,,,31905060,2018-11-02T15:51:27,e0b288b07625cea0caa50d3d5e6166f6262f74fb,,0,"[0,{}]",2,27614,4
1.2.131183,2.9.576491519,2.9.576491389,1.11.559475290,51713,,,,,31905059,2018-11-02T15:51:24,a6bab8bf6e4adad130ec9bc663081930b04ce516,,0,"[1,""1.7.233083389""]",8,27543,1
