"Account History - Account","Account History - ID","Account History - Next","Account History - Operation ID","Account History - Sequence","Additional Data - Fee Data - Amount","Additional Data - Fee Data -Asset","Additional Data - Transfer Data - Amount","Additional Data - Transfer Data - Asset","Block Data - Block Number","Block Data - Block Time","Block Data - Transaction ID","Operation History - Raw Operation","Operation History - Operation in Transaction","Operation History - Operation Result","Operation History - Transaction in Block","Operation Data - Virtual Operation","Operation Type"
1.2.131183,2.9.576491520,2.9.576491519,1.11.559475291,51714,,,,,31905059,2018-11-02T15:51:24,a6bab8bf6e4adad130ec9bc663081930b04ce516,,0,"[0,{}]",8,27544,4
1.2.131183,2.9.576491389,2.9.576490877,1.11.559475161,51712,,,,,31905057,2018-11-02T15:51:18,304b9ce222352e6c316c88938b5552d52723ed59,,0,"[1,""1.8.94789""]",54,27414,3
1.2.131183,2.9.576490877,2.9.576490819,1.11.559474653,51711,,,,,31905050,2018-11-02T15:50:57,e63f6a8760fdf9852fd6fa07162c93b6c62a83ae,,0,"[1,""1.8.94789""]",26,26906,3
1.2.131183,2.9.576490819,2.9.576490818,1.11.559474595,51710,,,,,31905049,2018-11-02T15:50:54,fa0fd705a3a9efeaba47062721e4d29cfa7a7d29,,0,"[0,{}]",59,26848,4
1.2.131183,2.9.576490817,2.9.576490679,1.11.559474593,51708,,,,,31905049,2018-11-02T15:50:54,c6f90c46f9c9f712089c538f5581c21ab36e3242,,0,"[1,""1.8.94789""]",58,26846,3
1.2.131183,2.9.576490818,2.9.576490817,1.11.559474594,51709,,,,,31905049,2018-11-02T15:50:54,fa0fd705a3a9efeaba47062721e4d29cfa7a7d29,,0,"[1,""1.7.233083098""]",59,26847,1
1.2.131183,2.9.576490679,2.9.576490604,1.11.559474455,51707,,,,,31905047,2018-11-02T15:50:48,54ed37aa773243bd71f8c213c26c5cc62a939bbb,,0,"[1,""1.8.94789""]",47,26708,3
1.2.131183,2.9.576490601,2.9.576490512,1.11.559474380,51704,,,,,31905046,2018-11-02T15:50:45,abeb423f44f2c6082310cfd1ee61506de858c356,,0,"[1,""1.8.94789""]",51,26633,3
1.2.131183,2.9.576490603,2.9.576490601,1.11.559474382,51705,,,,,31905046,2018-11-02T15:50:45,3ac4cfb7df859f8739d247e1109fcd2360b6a16a,,0,"[1,""1.7.233083007""]",53,26635,1
1.2.131183,2.9.576490604,2.9.576490603,1.11.559474383,51706,,,,,31905046,2018-11-02T15:50:45,3ac4cfb7df859f8739d247e1109fcd2360b6a16a,,0,"[0,{}]",53,26636,4
1.2.131183,2.9.576490507,2.9.576490419,1.11.559474287,51701,,,,,31905045,2018-11-02T15:50:42,1651b48aaeccc4ae186cc0700b2e7d1a7d58f148,,0,"[1,""1.8.94789""]",53,26540,3
1.2.131183,2.9.576490511,2.9.576490507,1.11.559474291,51702,,,,,31905045,2018-11-02T15:50:42,539b747e1861b1bf43243896bc13085d10ea6acd,,0,"[1,""1.7.233082980""]",57,26544,1
1.2.131183,2.9.576490512,2.9.576490511,1.11.559474292,51703,,,,,31905045,2018-11-02T15:50:42,539b747e1861b1bf43243896bc13085d10ea6acd,,0,"[0,{}]",57,26545,4
1.2.131183,2.9.576490417,2.9.576490362,1.11.559474198,51698,,,,,31905044,2018-11-02T15:50:39,10ed2e270988ce1573cbcd872ee597455da4307b,,0,"[1,""1.8.94789""]",33,26451,3
1.2.131183,2.9.576490418,2.9.576490417,1.11.559474199,51699,,,,,31905044,2018-11-02T15:50:39,65aa45711126f15dee0f43c77bdd5bc0e0aac578,,0,"[1,""1.7.233082953""]",34,26452,1
1.2.131183,2.9.576490419,2.9.576490418,1.11.559474200,51700,,,,,31905044,2018-11-02T15:50:39,65aa45711126f15dee0f43c77bdd5bc0e0aac578,,0,"[0,{}]",34,26453,4
1.2.131183,2.9.576490336,2.9.576490237,1.11.559474117,51695,,,,,31905043,2018-11-02T15:50:36,e3d53d50f94ea0b7cfb1fbf95288c2fd9eb7eb70,,0,"[1,""1.8.94789""]",52,26370,3
1.2.131183,2.9.576490361,2.9.576490336,1.11.559474142,51696,,,,,31905043,2018-11-02T15:50:36,8d5e914a073d648afa2cbe0f72fa56adff911768,,0,"[1,""1.7.233082922""]",69,26395,1
1.2.131183,2.9.576490362,2.9.576490361,1.11.559474143,51697,,,,,31905043,2018-11-02T15:50:36,8d5e914a073d648afa2cbe0f72fa56adff911768,,0,"[0,{}]",69,26396,4
1.2.131183,2.9.576490232,2.9.576489631,1.11.559474013,51692,,,,,31905042,2018-11-02T15:50:33,58f8fd9a22a6d1f55e41f2bec67f57e500281bd2,,0,"[1,""1.8.94789""]",33,26266,3
1.2.131183,2.9.576490237,2.9.576490236,1.11.559474018,51694,,,,,31905042,2018-11-02T15:50:33,dcc844cf5c87ecfbd4505f2f76b901a6a2519003,,0,"[0,{}]",37,26271,4
1.2.131183,2.9.576490236,2.9.576490232,1.11.559474017,51693,,,,,31905042,2018-11-02T15:50:33,dcc844cf5c87ecfbd4505f2f76b901a6a2519003,,0,"[1,""1.7.233082889""]",37,26270,1
1.2.131183,2.9.576489631,2.9.576489564,1.11.559473422,51691,,,,,31905035,2018-11-02T15:50:12,8e3de30f3ec48c973ad3065e3488b62c757bdef8,,0,"[1,""1.8.94789""]",17,25675,3
1.2.131183,2.9.576489564,2.9.576489563,1.11.559473356,51690,,,,,31905034,2018-11-02T15:50:09,f897e10bddd23fa39348dbc2a835b1e4eac98ce0,,0,"[0,{}]",19,25609,4
1.2.131183,2.9.576489563,2.9.576489553,1.11.559473355,51689,,,,,31905034,2018-11-02T15:50:09,f897e10bddd23fa39348dbc2a835b1e4eac98ce0,,0,"[1,""1.7.233082669""]",19,25608,1
1.2.131183,2.9.576489553,2.9.576482480,1.11.559473345,51688,,,,,31905034,2018-11-02T15:50:09,ebfe54391998f6e0ad9a31e8b9cc2b1c600db671,,0,"[1,""1.8.94789""]",11,25598,3
1.2.131183,2.9.576482480,2.9.576482367,1.11.559466348,51687,,,,,31904936,2018-11-02T15:45:15,f14000ca816889947f342c60c6dd9b5cc3c3af51,,0,"[1,""1.8.94789""]",19,18601,3
1.2.131183,2.9.576482367,2.9.576482366,1.11.559466236,51686,,,,,31904935,2018-11-02T15:45:12,689cc58d1f426b9b46d52c770682f4a2f04f8720,,0,"[0,{}]",46,18489,4
1.2.131183,2.9.576482366,2.9.576482343,1.11.559466235,51685,,,,,31904935,2018-11-02T15:45:12,689cc58d1f426b9b46d52c770682f4a2f04f8720,,0,"[1,""1.7.233079416""]",46,18488,1
1.2.131183,2.9.576482343,2.9.576453958,1.11.559466212,51684,,,,,31904935,2018-11-02T15:45:12,a9bd682b8b7964639be108e6e57bd3dc078cd1b0,,0,"[1,""1.8.94789""]",26,18465,3
1.2.131183,2.9.576453944,2.9.576453771,1.11.559438298,51680,,,,,31904559,2018-11-02T15:26:24,888991709cc2dcb2d3371d7251ad2ddab54bd505,,0,"[1,""1.8.94789""]",0,56087,3
1.2.131183,2.9.576453958,2.9.576453946,1.11.559438312,51683,,,,,31904559,2018-11-02T15:26:24,6734fe4015deeaf6d2ac32d70f2592752c649c02,,0,"[1,""1.8.94789""]",7,56101,3
1.2.131183,2.9.576453946,2.9.576453945,1.11.559438300,51682,,,,,31904559,2018-11-02T15:26:24,b1c45bbef3ab0afcbfd12a570d26d3579aeb62ae,,0,"[0,{}]",1,56089,4
1.2.131183,2.9.576453945,2.9.576453944,1.11.559438299,51681,,,,,31904559,2018-11-02T15:26:24,b1c45bbef3ab0afcbfd12a570d26d3579aeb62ae,,0,"[1,""1.7.233066977""]",1,56088,1
1.2.131183,2.9.576453769,2.9.576453685,1.11.559438131,51677,,,,,31904557,2018-11-02T15:26:18,c5b635e3fceb65280881be8032619d4b0be31925,,0,"[1,""1.8.94789""]",6,55920,3
1.2.131183,2.9.576453770,2.9.576453769,1.11.559438132,51678,,,,,31904557,2018-11-02T15:26:18,95af14e4bac1db114579b848e885a72dfc9dac00,,0,"[1,""1.7.233066886""]",7,55921,1
1.2.131183,2.9.576453771,2.9.576453770,1.11.559438133,51679,,,,,31904557,2018-11-02T15:26:18,95af14e4bac1db114579b848e885a72dfc9dac00,,0,"[0,{}]",7,55922,4
1.2.131183,2.9.576453685,2.9.576453684,1.11.559438048,51676,,,,,31904556,2018-11-02T15:26:15,bc29e947b78a07c5727a12d6b821fd4ffd88e95a,,0,"[0,{}]",9,55837,4
1.2.131183,2.9.576453684,2.9.576453682,1.11.559438047,51675,,,,,31904556,2018-11-02T15:26:15,bc29e947b78a07c5727a12d6b821fd4ffd88e95a,,0,"[1,""1.7.233066849""]",9,55836,1
1.2.131183,2.9.576453682,2.9.576436664,1.11.559438045,51674,,,,,31904556,2018-11-02T15:26:15,be121c3facf01c9589a06658d323f0b83d1c86c9,,0,"[1,""1.8.94789""]",7,55834,3
1.2.131183,2.9.576436664,2.9.576436502,1.11.559421519,51673,,,,,31904350,2018-11-02T15:15:54,9a5367b58f757f5f1e96c11f720d8dae95fd5c00,,0,"[1,""1.8.94789""]",20,39308,3
1.2.131183,2.9.576436501,2.9.576436487,1.11.559421358,51671,,,,,31904349,2018-11-02T15:15:51,e9ede15eeecd952404c9796310e1358c5bf93421,,0,"[1,""1.7.233059366""]",17,39147,1
1.2.131183,2.9.576436487,2.9.576436400,1.11.559421344,51670,,,,,31904349,2018-11-02T15:15:51,814ca0063d8576810df7b55a3f27e6b94449da91,,0,"[1,""1.8.94789""]",12,39133,3
1.2.131183,2.9.576436502,2.9.576436501,1.11.559421359,51672,,,,,31904349,2018-11-02T15:15:51,e9ede15eeecd952404c9796310e1358c5bf93421,,0,"[0,{}]",17,39148,4
1.2.131183,2.9.576436400,2.9.576436399,1.11.559421261,51669,,,,,31904348,2018-11-02T15:15:48,b934444ecacbaf867f80fc5b9bbb9bf935fca26b,,0,"[0,{}]",26,39050,4
1.2.131183,2.9.576436399,2.9.576436386,1.11.559421260,51668,,,,,31904348,2018-11-02T15:15:48,b934444ecacbaf867f80fc5b9bbb9bf935fca26b,,0,"[1,""1.7.233059325""]",26,39049,1
1.2.131183,2.9.576436386,2.9.576436281,1.11.559421248,51667,,,,,31904348,2018-11-02T15:15:48,a1816bb78c4780758695b16e5b149c10754e500c,,0,"[1,""1.8.94789""]",14,39037,3
1.2.131183,2.9.576436280,2.9.576436270,1.11.559421143,51665,,,,,31904347,2018-11-02T15:15:45,da5b382a171ea3815a344b57df2555fb02550c5e,,0,"[1,""1.7.233059278""]",21,38932,1
1.2.131183,2.9.576436270,2.9.576436166,1.11.559421134,51664,,,,,31904347,2018-11-02T15:15:45,6319994aa389c338d28073c0e7816a0658f8dc9c,,0,"[1,""1.8.94789""]",12,38923,3
1.2.131183,2.9.576436281,2.9.576436280,1.11.559421144,51666,,,,,31904347,2018-11-02T15:15:45,da5b382a171ea3815a344b57df2555fb02550c5e,,0,"[0,{}]",21,38933,4
1.2.131183,2.9.576436166,2.9.576436165,1.11.559421033,51663,,,,,31904346,2018-11-02T15:15:42,f4840bd868979a47c2ed9752efd2ed0e9729f8ce,,0,"[0,{}]",10,38822,4
1.2.131183,2.9.576436162,2.9.576436152,1.11.559421029,51661,,,,,31904346,2018-11-02T15:15:42,6165066448c9e46e09dac4e753c2e83f94139553,,0,"[1,""1.8.94789""]",7,38818,3
1.2.131183,2.9.576436165,2.9.576436162,1.11.559421032,51662,,,,,31904346,2018-11-02T15:15:42,f4840bd868979a47c2ed9752efd2ed0e9729f8ce,,0,"[1,""1.7.233059237""]",10,38821,1
1.2.131183,2.9.576436151,2.9.576436070,1.11.559421018,51659,,,,,31904346,2018-11-02T15:15:42,a21a5c166d709f0597520a19bafb84d505afde4a,,0,"[1,""1.7.233059233""]",0,38807,1
1.2.131183,2.9.576436152,2.9.576436151,1.11.559421019,51660,,,,,31904346,2018-11-02T15:15:42,a21a5c166d709f0597520a19bafb84d505afde4a,,0,"[0,{}]",0,38808,4
1.2.131183,2.9.576436070,2.9.576432074,1.11.559420938,51658,,,,,31904345,2018-11-02T15:15:39,23a0011bb1276417c60f812e6975fbae5e564e84,,0,"[1,""1.8.94789""]",12,38727,3
1.2.131183,2.9.576432074,2.9.576431986,1.11.559416998,51657,,,,,31904296,2018-11-02T15:13:09,037c16540fff8d1607f9b6260dc5df2cd57a7480,,0,"[1,""1.8.94789""]",17,34787,3
1.2.131183,2.9.576431985,2.9.576431973,1.11.559416911,51655,,,,,31904295,2018-11-02T15:13:06,c10bd5827859f7772853addbcedc1abe7b77fd5b,,0,"[1,""1.7.233057340""]",39,34700,1
1.2.131183,2.9.576431973,2.9.576431825,1.11.559416899,51654,,,,,31904295,2018-11-02T15:13:06,7bb193fdd154358603a333361a4c61818e78f12b,,0,"[1,""1.8.94789""]",27,34688,3
1.2.131183,2.9.576431986,2.9.576431985,1.11.559416912,51656,,,,,31904295,2018-11-02T15:13:06,c10bd5827859f7772853addbcedc1abe7b77fd5b,,0,"[0,{}]",39,34701,4
1.2.131183,2.9.576431821,2.9.576431706,1.11.559416749,51651,,,,,31904294,2018-11-02T15:13:03,d9cf77bd62b9a342af93c984d7f10c2a0205fc07,,0,"[1,""1.8.94789""]",4,34538,3
1.2.131183,2.9.576431824,2.9.576431821,1.11.559416752,51652,,,,,31904294,2018-11-02T15:13:03,e4a367eb9fc93cfe46c9f36e45cc570ff1cb16a0,,0,"[1,""1.7.233057296""]",7,34541,1
1.2.131183,2.9.576431825,2.9.576431824,1.11.559416753,51653,,,,,31904294,2018-11-02T15:13:03,e4a367eb9fc93cfe46c9f36e45cc570ff1cb16a0,,0,"[0,{}]",7,34542,4
1.2.131183,2.9.576431702,2.9.576431187,1.11.559416631,51648,,,,,31904293,2018-11-02T15:13:00,41b330ad3b551ad4a8452742f6d369104780cdf0,,0,"[1,""1.8.94789""]",6,34420,3
1.2.131183,2.9.576431706,2.9.576431705,1.11.559416635,51650,,,,,31904293,2018-11-02T15:13:00,e0659444f619ed48617f34dc1d278015a87e412f,,0,"[0,{}]",9,34424,4
1.2.131183,2.9.576431705,2.9.576431702,1.11.559416634,51649,,,,,31904293,2018-11-02T15:13:00,e0659444f619ed48617f34dc1d278015a87e412f,,0,"[1,""1.7.233057242""]",9,34423,1
1.2.131183,2.9.576431187,2.9.576431121,1.11.559416133,51647,,,,,31904285,2018-11-02T15:12:36,33c320db5ff243ab208d6fa7d956111b78689b03,,0,"[1,""1.8.94789""]",41,33922,3
1.2.131183,2.9.576431120,2.9.576431111,1.11.559416068,51645,,,,,31904284,2018-11-02T15:12:33,bd7190027273b95e854ea604f96471b8f8fb3e86,,0,"[1,""1.7.233056985""]",59,33857,1
1.2.131183,2.9.576431121,2.9.576431120,1.11.559416069,51646,,,,,31904284,2018-11-02T15:12:33,bd7190027273b95e854ea604f96471b8f8fb3e86,,0,"[0,{}]",59,33858,4
1.2.131183,2.9.576431111,2.9.576431021,1.11.559416059,51644,,,,,31904284,2018-11-02T15:12:33,d49516bb37e7143351c323127a6511731a2b3448,,0,"[1,""1.8.94789""]",53,33848,3
1.2.131183,2.9.576431017,2.9.576427486,1.11.559415968,51641,,,,,31904283,2018-11-02T15:12:30,5e61c577a6eed714bfdd6446df99bd6f2b90605d,,0,"[1,""1.8.94789""]",38,33757,3
1.2.131183,2.9.576431020,2.9.576431017,1.11.559415971,51642,,,,,31904283,2018-11-02T15:12:30,a8fbaa400db6f6e11eac5e6151a8b52cd455a35c,,0,"[1,""1.7.233056937""]",41,33760,1
1.2.131183,2.9.576431021,2.9.576431020,1.11.559415972,51643,,,,,31904283,2018-11-02T15:12:30,a8fbaa400db6f6e11eac5e6151a8b52cd455a35c,,0,"[0,{}]",41,33761,4
1.2.131183,2.9.576427419,2.9.576427411,1.11.559412417,51637,,,,,31904243,2018-11-02T15:10:30,f925bcc8f31a7138eb03e5b052c6aee3efcaa404,,0,"[1,""1.8.94789""]",6,30206,3
1.2.131183,2.9.576427409,2.9.576427264,1.11.559412407,51634,,,,,31904243,2018-11-02T15:10:30,d68573ab616c6ad6482ce2e0c76cd42ba133dbbe,,0,"[1,""1.8.94789""]",0,30196,3
1.2.131183,2.9.576427420,2.9.576427419,1.11.559412418,51638,,,,,31904243,2018-11-02T15:10:30,1447323e65c6e5c7847c5f9d6faa5415cd44e107,,0,"[1,""1.7.233055347""]",7,30207,1
1.2.131183,2.9.576427411,2.9.576427410,1.11.559412409,51636,,,,,31904243,2018-11-02T15:10:30,57029993c9dadf1f243e46cbf21b213facfa8e75,,0,"[0,{}]",1,30198,4
1.2.131183,2.9.576427410,2.9.576427409,1.11.559412408,51635,,,,,31904243,2018-11-02T15:10:30,57029993c9dadf1f243e46cbf21b213facfa8e75,,0,"[1,""1.7.233055345""]",1,30197,1
1.2.131183,2.9.576427421,2.9.576427420,1.11.559412419,51639,,,,,31904243,2018-11-02T15:10:30,1447323e65c6e5c7847c5f9d6faa5415cd44e107,,0,"[0,{}]",7,30208,4
1.2.131183,2.9.576427486,2.9.576427421,1.11.559412480,51640,,,,,31904243,2018-11-02T15:10:30,eefd6599866049d1249565fe2685b84cb60847e1,,0,"[1,""1.8.94789""]",55,30269,3
1.2.131183,2.9.576427263,2.9.576427261,1.11.559412268,51632,,,,,31904241,2018-11-02T15:10:24,25eb2b6af58123798b31fe713d8ba568db7f57b3,,0,"[1,""1.7.233055279""]",7,30057,1
1.2.131183,2.9.576427264,2.9.576427263,1.11.559412269,51633,,,,,31904241,2018-11-02T15:10:24,25eb2b6af58123798b31fe713d8ba568db7f57b3,,0,"[0,{}]",7,30058,4
1.2.131183,2.9.576427261,2.9.576427203,1.11.559412266,51631,,,,,31904241,2018-11-02T15:10:24,81d571ef139f54ea8be6deacba4dcb52bebf2697,,0,"[1,""1.8.94789""]",5,30055,3
1.2.131183,2.9.576427199,2.9.576427096,1.11.559412205,51628,,,,,31904240,2018-11-02T15:10:21,dcdf61814ce06d77cda8f65f746951ce2f408471,,0,"[1,""1.8.94789""]",6,29994,3
1.2.131183,2.9.576427202,2.9.576427199,1.11.559412208,51629,,,,,31904240,2018-11-02T15:10:21,9956a700338b24b93d233582a94cbfac0753b378,,0,"[1,""1.7.233055253""]",9,29997,1
1.2.131183,2.9.576427203,2.9.576427202,1.11.559412209,51630,,,,,31904240,2018-11-02T15:10:21,9956a700338b24b93d233582a94cbfac0753b378,,0,"[0,{}]",9,29998,4
1.2.131183,2.9.576427096,2.9.576427095,1.11.559412103,51627,,,,,31904239,2018-11-02T15:10:18,caee5a3d599d9debd8d3f9e98e14eec957429f70,,0,"[0,{}]",5,29892,4
1.2.131183,2.9.576427095,2.9.576426856,1.11.559412102,51626,,,,,31904239,2018-11-02T15:10:18,caee5a3d599d9debd8d3f9e98e14eec957429f70,,0,"[1,""1.7.233055207""]",5,29891,1
1.2.131183,2.9.576426856,2.9.576426768,1.11.559411865,51625,,,,,31904237,2018-11-02T15:10:12,3f1e842203b26a3c9570ff689b219d62847259f0,,0,"[1,""1.8.94789""]",56,29654,3
1.2.131183,2.9.576426754,2.9.576412549,1.11.559411765,51621,,,,,31904236,2018-11-02T15:10:09,a7930085e9958ab9dbd6f4677393828495409d7d,,0,"[1,""1.8.94789""]",43,29554,3
1.2.131183,2.9.576426764,2.9.576426754,1.11.559411775,51622,,,,,31904236,2018-11-02T15:10:09,8158be630a87dbe6da34ddbadb8ba984ed442aac,,0,"[1,""1.7.233055103""]",53,29564,1
1.2.131183,2.9.576426765,2.9.576426764,1.11.559411776,51623,,,,,31904236,2018-11-02T15:10:09,8158be630a87dbe6da34ddbadb8ba984ed442aac,,0,"[0,{}]",53,29565,4
1.2.131183,2.9.576426768,2.9.576426765,1.11.559411779,51624,,,,,31904236,2018-11-02T15:10:09,8158be630a87dbe6da34ddbadb8ba984ed442aac,,0,"[0,{}]",53,29568,4
1.2.131183,2.9.576412549,2.9.576412491,1.11.559397744,51620,,,,,31904060,2018-11-02T15:01:21,34cb900bf19c7d384b8f25e57b83225ea0a4749e,,0,"[1,""1.8.94789""]",28,15533,3
1.2.131183,2.9.576412490,2.9.576412443,1.11.559397685,51618,,,,,31904059,2018-11-02T15:01:18,ec1e471a0336f898f857358a09e7e119a326272e,,0,"[1,""1.7.233048906""]",57,15474,1
1.2.131183,2.9.576412491,2.9.576412490,1.11.559397686,51619,,,,,31904059,2018-11-02T15:01:18,ec1e471a0336f898f857358a09e7e119a326272e,,0,"[0,{}]",57,15475,4
1.2.131183,2.9.576412443,2.9.576412353,1.11.559397638,51617,,,,,31904059,2018-11-02T15:01:18,227dea97bbe1c449b2a0cc4895667add0746fc2f,,0,"[1,""1.8.94789""]",23,15427,3
1.2.131183,2.9.576412353,2.9.576412352,1.11.559397548,51616,,,,,31904058,2018-11-02T15:01:15,51063a730621495df0705e268b5408d28eb7ef1b,,0,"[0,{}]",29,15337,4
1.2.131183,2.9.576412336,2.9.576412246,1.11.559397531,51614,,,,,31904058,2018-11-02T15:01:15,d38ae4630b9b509eeefd0944c359b5fa0e9e2c00,,0,"[1,""1.8.94789""]",20,15320,3
1.2.131183,2.9.576412352,2.9.576412336,1.11.559397547,51615,,,,,31904058,2018-11-02T15:01:15,51063a730621495df0705e268b5408d28eb7ef1b,,0,"[1,""1.7.233048856""]",29,15336,1
1.2.131183,2.9.576412245,2.9.576412234,1.11.559397440,51612,,,,,31904057,2018-11-02T15:01:12,487f444c5feb4e629d8081a84c12ab60ece3c072,,0,"[1,""1.7.233048811""]",23,15229,1
1.2.131183,2.9.576412246,2.9.576412245,1.11.559397441,51613,,,,,31904057,2018-11-02T15:01:12,487f444c5feb4e629d8081a84c12ab60ece3c072,,0,"[0,{}]",23,15230,4
1.2.131183,2.9.576412234,2.9.576412153,1.11.559397429,51611,,,,,31904057,2018-11-02T15:01:12,73acfdf9470a4bdcfdc4bce49b2ae521c80b607c,,0,"[1,""1.8.94789""]",14,15218,3
1.2.131183,2.9.576412150,2.9.576412073,1.11.559397347,51608,,,,,31904056,2018-11-02T15:01:09,ce0f44f505e6410cfd98c514a97651db6e554c3c,,0,"[1,""1.8.94789""]",25,15136,3
1.2.131183,2.9.576412152,2.9.576412150,1.11.559397349,51609,,,,,31904056,2018-11-02T15:01:09,c0a9588418e521772f8296080f75f9b5220e905e,,0,"[1,""1.7.233048768""]",27,15138,1
1.2.131183,2.9.576412153,2.9.576412152,1.11.559397350,51610,,,,,31904056,2018-11-02T15:01:09,c0a9588418e521772f8296080f75f9b5220e905e,,0,"[0,{}]",27,15139,4
1.2.131183,2.9.576412070,2.9.576412069,1.11.559397268,51606,,,,,31904055,2018-11-02T15:01:06,2172d5625ff1d14c0d9d059f4af02e68872bd675,,0,"[0,{}]",46,15057,4
1.2.131183,2.9.576412047,2.9.576411957,1.11.559397245,51604,,,,,31904055,2018-11-02T15:01:06,07bda2ea1b8e70fc88a8835a115b36209dace482,,0,"[1,""1.8.94789""]",24,15034,3
1.2.131183,2.9.576412073,2.9.576412070,1.11.559397271,51607,,,,,31904055,2018-11-02T15:01:06,2172d5625ff1d14c0d9d059f4af02e68872bd675,,0,"[0,{}]",46,15060,4
1.2.131183,2.9.576412069,2.9.576412047,1.11.559397267,51605,,,,,31904055,2018-11-02T15:01:06,2172d5625ff1d14c0d9d059f4af02e68872bd675,,0,"[1,""1.7.233048739""]",46,15056,1
1.2.131183,2.9.576411957,2.9.576411956,1.11.559397157,51603,,,,,31904054,2018-11-02T15:01:03,5e927527667a7740769349ffbd92ccd3dc85fbb0,,0,"[0,{}]",31,14946,4
1.2.131183,2.9.576411956,2.9.576411939,1.11.559397156,51602,,,,,31904054,2018-11-02T15:01:03,5e927527667a7740769349ffbd92ccd3dc85fbb0,,0,"[1,""1.7.233048691""]",31,14945,1
1.2.131183,2.9.576411939,2.9.576411869,1.11.559397139,51601,,,,,31904054,2018-11-02T15:01:03,ac3458ac7a56cf4897a8d9231e7cdbee256faa94,,0,"[1,""1.8.94789""]",16,14928,3
1.2.131183,2.9.576411862,2.9.576174721,1.11.559397062,51598,,,,,31904053,2018-11-02T15:01:00,037064e17f4a00cf5af85821aa496719cf5f54b5,,0,"[1,""1.8.94789""]",6,14851,3
1.2.131183,2.9.576411869,2.9.576411868,1.11.559397069,51600,,,,,31904053,2018-11-02T15:01:00,32c8461f197e4ccbd1254380246062dc100ae72e,,0,"[0,{}]",10,14858,4
1.2.131183,2.9.576411868,2.9.576411862,1.11.559397068,51599,,,,,31904053,2018-11-02T15:01:00,32c8461f197e4ccbd1254380246062dc100ae72e,,0,"[1,""1.7.233048654""]",10,14857,1
1.2.131183,2.9.576174721,2.9.576174099,1.11.559163257,51597,,,,,31900845,2018-11-02T12:20:09,861978c50084916bb0727cf520b16c576b7d7085,,0,"[0,{}]",59,43189,4
1.2.131183,2.9.576174099,2.9.576112545,1.11.559162635,51596,,,,,31900845,2018-11-02T12:20:09,861978c50084916bb0727cf520b16c576b7d7085,,0,"[0,{}]",59,42567,4
1.2.131183,2.9.576112545,2.9.576109603,1.11.559101863,51595,,,,,31900042,2018-11-02T11:39:51,62023796ab1461727296c0c68a86a5aadc895739,,3,"[0,{}]",59,47331,4
1.2.131183,2.9.576109603,2.9.576104378,1.11.559098984,51594,,,,,31900014,2018-11-02T11:38:27,06afb82a3a68f9a72212f181c66b689fc8e58d65,,1,"[0,{}]",51,44452,4
1.2.131183,2.9.576104378,2.9.576102639,1.11.559093807,51593,,,,,31899961,2018-11-02T11:35:48,1f604135fc6cb21db8768755d9d501ef04ba783e,,0,"[0,{}]",69,39275,4
1.2.131183,2.9.576102639,2.9.576101440,1.11.559092090,51592,,,,,31899950,2018-11-02T11:35:15,12446cae45209f3552a67e244c44d43cbdb0e403,,6,"[0,{}]",7,37558,4
1.2.131183,2.9.576101440,2.9.576092902,1.11.559090896,51591,,,,,31899942,2018-11-02T11:34:51,50611dc485cacdb46b22ac399b73a3b0e1aacc48,,3,"[0,{}]",45,36364,4
1.2.131183,2.9.576092902,2.9.576071104,1.11.559082435,51590,,,,,31899854,2018-11-02T11:30:27,ae17811d5f487f5d16c2c022ae3078e4756a3237,,12,"[0,{}]",34,27903,4
1.2.131183,2.9.576071104,2.9.576046879,1.11.559060923,51589,,,,,31899555,2018-11-02T11:15:30,3bfef6ac33b0f7bddba0cb0401ffab65f84742b9,,0,"[0,{}]",8,6391,4
1.2.131183,2.9.576046879,2.9.575967473,1.11.559037024,51588,,,,,31899225,2018-11-02T10:58:51,cbaff87dbc181097bd2d1f54528e8ba287396ff8,,11,"[0,{}]",26,48028,4
1.2.131183,2.9.575967473,2.9.575965117,1.11.558958759,51587,,,,,31898068,2018-11-02T10:01:00,e54bc27604c8c88e591cf1730bb98180763200af,,9,"[0,{}]",30,35299,4
1.2.131183,2.9.575965117,2.9.575956441,1.11.558956439,51586,,,,,31898052,2018-11-02T10:00:12,0e47cf86161d67d5f81575eb1d67927ee045bfa4,,0,"[0,{}]",205,32979,4
1.2.131183,2.9.575956441,2.9.575943771,1.11.558947863,51585,,,,,31897941,2018-11-02T09:54:30,b479283f701407dcf5c3cc891f484c969cfaef9e,,3,"[0,{}]",12,24403,4
1.2.131183,2.9.575943771,2.9.575940946,1.11.558935393,51584,,,,,31897769,2018-11-02T09:45:54,b7a2d59f10b7cf5a01710e660b476fe314408ef0,,11,"[0,{}]",32,11933,4
1.2.131183,2.9.575940946,2.9.575933884,1.11.558932593,51583,,,,,31897740,2018-11-02T09:44:27,d64113c425473f0c1f7611860dd4caab6c419344,,3,"[0,{}]",54,9133,4
1.2.131183,2.9.575933884,2.9.575892327,1.11.558925606,51582,,,,,31897656,2018-11-02T09:40:15,a00cc26a3a4255e1407854d2db665a02a82f9eaa,,0,"[0,{}]",29,2146,4
1.2.131183,2.9.575892327,2.9.575885144,1.11.558884548,51581,,,,,31897138,2018-11-02T09:14:21,b63a72d012e44a61a9a6b18550ffd9bfc7374f38,,3,"[0,{}]",20,26624,4
